what,kind,bundleId,bundleVersion,description,time
error,log,,,"Failed to call IFileListener.fileChanged",1430827904313
error,log,,,"Failed to load properties file for project 'BigDiscounts'",1430827904316
error,log,,,"Internal Error",1430827904348
error,log,,,"Problems encountered while deleting resources.",1430827904349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827905904
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1430827905913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1430827905913
error,log,,,"Failed to load properties file for project 'BigDiscounts'",1430827906092
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1430827906093
error,log,,,"Failed to load properties file for project 'BigDiscounts'",1430827906094
error,log,,,"Failed to load properties file for project 'BigDiscounts'",1430827906123
error,log,,,"Errors occurred during the build.",1430827906162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827906208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827907537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827909764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827911240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827926955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827945269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827945370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827945405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827946475
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430827946562
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1430827946880
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1430827946881
